season_end,player,age,gp,toi,teams
2022,Connor McDavid,25.0,80.0,29:25:18,EDM
2022,Johnny Gaudreau,28.0,82.0,25:23:08,CGY
2022,Jonathan Huberdeau,28.0,80.0,25:53:58,FLA
2022,Leon Draisaitl,26.0,80.0,29:47:56,EDM
2022,Kirill Kaprizov,24.0,81.0,25:47:44,MIN
2022,Auston Matthews,24.0,73.0,25:04:28,TOR
2022,Steven Stamkos,31.0,81.0,24:57:08,TBL
2022,Matthew Tkachuk,24.0,82.0,24:27:45,CGY
2022,J.T. Miller,28.0,80.0,28:06:09,VAN
2022,Mitch Marner,24.0,72.0,25:03:34,TOR
2022,Roman Josi,31.0,80.0,34:04:21,NSH
2022,Artemi Panarin,30.0,75.0,24:01:07,NYR
2022,Kyle Connor,25.0,79.0,28:40:14,WPG
2022,Patrick Kane,33.0,78.0,28:22:13,CHI
2022,Mikko Rantanen,25.0,75.0,26:13:52,COL
2022,Alex Ovechkin,36.0,77.0,26:24:02,WSH
2022,Aleksander Barkov,26.0,67.0,22:40:19,FLA
2022,Nathan MacKinnon,26.0,65.0,22:48:58,COL
2022,Nazem Kadri,31.0,71.0,22:45:58,COL
2022,Matt Duchene,31.0,78.0,24:43:04,NSH
2022,Cale Makar,23.0,77.0,32:56:26,COL
2022,Kevin Fiala,25.0,82.0,24:07:04,MIN
2022,Victor Hedman,31.0,82.0,34:16:12,TBL
2022,Sidney Crosby,34.0,69.0,22:58:14,PIT
2022,Filip Forsberg,27.0,69.0,20:48:45,NSH
2022,Jake Guentzel,27.0,76.0,25:27:24,PIT
2022,Elias Lindholm,27.0,82.0,27:15:29,CGY
2022,Sam Reinhart,26.0,78.0,23:05:11,FLA
2022,Vladimir Tarasenko,30.0,75.0,21:08:21,STL
2022,Sebastian Aho,24.0,79.0,24:57:21,CAR
2022,Joe Pavelski,37.0,82.0,25:14:52,DAL
2022,Mika Zibanejad,28.0,81.0,26:30:49,NYR
2022,Brad Marchand,33.0,70.0,22:27:23,BOS
2022,William Nylander,25.0,81.0,24:40:03,TOR
2022,Jason Robertson,22.0,74.0,22:20:20,DAL
2022,Mats Zuccarello,34.0,70.0,21:41:15,MIN
2022,Alex DeBrincat,24.0,82.0,28:30:13,CHI
2022,Evgeny Kuznetsov,29.0,79.0,26:42:09,WSH
2022,Chris Kreider,30.0,81.0,25:17:09,NYR
2022,David Pastrňák,25.0,72.0,22:19:45,BOS
2022,Robert Thomas,22.0,72.0,22:31:41,STL
2022,Pavel Buchnevich,26.0,73.0,22:15:55,STL
2022,Timo Meier,25.0,77.0,24:35:01,SJS
2022,John Tavares,31.0,79.0,23:47:51,TOR
2022,Jordan Kyrou,23.0,74.0,20:26:36,STL
2022,Adam Fox,23.0,78.0,31:04:45,NYR
2022,Jesper Bratt,23.0,76.0,22:04:41,NJD
2022,Roope Hintz,25.0,80.0,24:02:53,DAL
2022,John Carlson,32.0,78.0,30:57:15,WSH
2022,Mark Scheifele,28.0,67.0,23:35:58,WPG
2022,Nikita Kucherov,28.0,47.0,15:39:12,TBL
2022,Dylan Larkin,25.0,71.0,23:15:40,DET
2022,Andrei Svechnikov,21.0,78.0,22:26:16,CAR
2022,Quinn Hughes,22.0,76.0,31:59:07,VAN
2022,Kris Letang,34.0,78.0,33:30:38,PIT
2022,Elias Pettersson,23.0,80.0,24:47:36,VAN
2022,Morgan Rielly,27.0,82.0,32:26:31,TOR
2022,Tage Thompson,24.0,78.0,23:14:36,BUF
2022,Anže Kopitar,34.0,81.0,28:02:19,LAK
2022,Troy Terry,24.0,75.0,22:47:44,ANA
2022,Brady Tkachuk,22.0,79.0,24:45:07,OTT
2022,Jonathan Marchessault,31.0,76.0,22:14:50,VEG
2022,Patrice Bergeron,36.0,73.0,22:06:25,BOS
2022,Ryan Hartman,27.0,82.0,24:50:48,MIN
2022,Teuvo Teräväinen,27.0,77.0,22:42:52,CAR
2022,Claude Giroux,34.0,75.0,23:50:15,2TM
2022,Claude Giroux,34.0,57.0,18:16:09,PHI
2022,Claude Giroux,34.0,18.0,05:34:06,FLA
2022,Mikael Granlund,29.0,80.0,27:13:10,NSH
2022,Tomáš Hertl,28.0,82.0,27:15:05,SJS
2022,Chandler Stephenson,27.0,79.0,25:26:02,VEG
2022,Michael Bunting,26.0,79.0,20:27:51,TOR
