season_end,player,age,gp,toi,teams
2015,Jamie Benn,25.0,82.0,27:15:44,DAL
2015,John Tavares,24.0,82.0,28:15:12,NYI
2015,Sidney Crosby,27.0,77.0,25:37:45,PIT
2015,Alex Ovechkin,29.0,81.0,27:26:24,WSH
2015,Jakub Voráček,25.0,82.0,25:24:38,PHI
2015,Nicklas Bäckström,27.0,82.0,28:03:28,WSH
2015,Tyler Seguin,23.0,71.0,23:08:08,DAL
2015,Jiří Hudler,31.0,78.0,23:24:44,CGY
2015,Daniel Sedin,34.0,82.0,25:05:16,VAN
2015,Nick Foligno,27.0,79.0,24:47:33,CBJ
2015,Claude Giroux,27.0,81.0,27:45:46,PHI
2015,Henrik Sedin,34.0,82.0,25:26:10,VAN
2015,Vladimir Tarasenko,23.0,77.0,22:37:06,STL
2015,Tyler Johnson,24.0,77.0,22:07:21,TBL
2015,Steven Stamkos,24.0,82.0,26:28:09,TBL
2015,Ryan Johansen,22.0,82.0,26:39:11,CBJ
2015,Ryan Getzlaf,29.0,77.0,25:47:37,ANA
2015,Evgeni Malkin,28.0,69.0,21:49:14,PIT
2015,Joe Pavelski,30.0,82.0,27:30:15,SJS
2015,Rick Nash,30.0,79.0,22:58:47,NYR
2015,Logan Couture,25.0,82.0,26:03:56,SJS
2015,Max Pacioretty,26.0,80.0,25:51:31,MTL
2015,Erik Karlsson,24.0,82.0,37:14:55,OTT
2015,Jonathan Toews,26.0,81.0,26:24:36,CHI
2015,Henrik Zetterberg,34.0,77.0,24:31:33,DET
2015,Pavel Datsyuk,36.0,63.0,20:00:14,DET
2015,Nikita Kucherov,21.0,82.0,20:25:59,TBL
2015,Joe Thornton,35.0,78.0,23:57:05,SJS
2015,Johnny Gaudreau,21.0,80.0,23:37:21,CGY
2015,Patrick Kane,26.0,61.0,20:10:54,CHI
2015,Anže Kopitar,27.0,79.0,25:31:49,LAK
2015,Alexander Steen,30.0,74.0,24:38:34,STL
2015,Mark Stone,22.0,80.0,22:41:42,OTT
2015,Kyle Turris,25.0,82.0,26:15:44,OTT
2015,Jordan Eberle,24.0,81.0,25:42:25,EDM
2015,Filip Forsberg,20.0,82.0,23:41:08,NSH
2015,Ondřej Palát,23.0,75.0,21:47:21,TBL
2015,Jaden Schwartz,22.0,75.0,22:48:27,STL
2015,Radim Vrbata,33.0,79.0,21:52:20,VAN
2015,Jeff Carter,30.0,82.0,24:33:36,LAK
2015,Andrew Ladd,29.0,81.0,27:05:52,WPG
2015,Sean Monahan,20.0,81.0,26:29:20,CGY
2015,Zach Parise,30.0,74.0,23:39:57,MIN
2015,Mike Ribeiro,34.0,82.0,25:37:12,NSH
2015,Jason Spezza,31.0,82.0,23:32:15,DAL
2015,Marián Hossa,36.0,82.0,25:21:28,CHI
2015,Phil Kessel,27.0,82.0,25:41:03,TOR
2015,Blake Wheeler,28.0,79.0,25:53:16,WPG
2015,Derick Brassard,27.0,80.0,23:11:36,NYR
2015,Brent Burns,29.0,82.0,32:44:22,SJS
2015,Scott Hartnell,32.0,77.0,22:11:52,CBJ
2015,Tomáš Plekanec,32.0,82.0,26:10:46,MTL
2015,P.K. Subban,25.0,82.0,35:48:40,MTL
2015,Jarome Iginla,37.0,82.0,24:47:07,COL
2015,Gabriel Landeskog,22.0,82.0,25:17:27,COL
2015,David Backes,30.0,80.0,24:51:17,STL
2015,Patrick Marleau,35.0,82.0,26:46:26,SJS
2015,Ryan Nugent-Hopkins,21.0,76.0,26:08:43,EDM
2015,Tomáš Tatar,24.0,82.0,22:10:18,DET
2015,James van Riemsdyk,25.0,82.0,26:04:53,TOR
2015,Dennis Wideman,31.0,80.0,32:51:24,CGY
2015,Patrice Bergeron,29.0,81.0,24:28:37,BOS
2015,John Carlson,25.0,82.0,31:31:58,WSH
2015,Matt Duchene,24.0,82.0,25:22:53,COL
2015,Roman Josi,24.0,81.0,35:44:25,NSH
2015,Ryan O'Reilly,23.0,82.0,26:57:06,COL
2015,T.J. Oshie,28.0,72.0,22:36:02,STL
2015,Corey Perry,29.0,67.0,20:12:45,ANA
2015,Derek Stepan,24.0,68.0,20:36:18,NYR
2015,Alex Tanguay,35.0,80.0,24:12:52,COL
2015,Ryan Callahan,29.0,77.0,22:45:37,TBL
2015,Jonathan Huberdeau,21.0,79.0,22:03:05,FLA
2015,Kris Letang,27.0,69.0,29:18:45,PIT
2015,Gustav Nyquist,25.0,82.0,22:45:51,DET
2015,Jason Pominville,32.0,82.0,24:59:24,MIN
2015,Bobby Ryan,27.0,78.0,22:42:52,OTT
2015,Eric Staal,30.0,77.0,24:11:18,CAR
2015,Tyson Barrie,23.0,80.0,28:29:14,COL
2015,Bryan Little,27.0,70.0,23:14:22,WPG
2015,Brandon Saad,22.0,82.0,23:34:46,CHI
2015,Martin St. Louis,39.0,74.0,21:39:39,NYR
2015,Mark Streit,37.0,81.0,30:11:48,PHI
2015,Thomas Vanek,31.0,80.0,21:36:41,MIN
2015,Keith Yandle,28.0,84.0,32:04:42,2TM
2015,Keith Yandle,28.0,63.0,25:06:14,ARI
2015,Keith Yandle,28.0,21.0,06:58:28,NYR
2015,Patric Hörnqvist,28.0,64.0,18:49:51,PIT
2015,Kyle Okposo,26.0,60.0,19:33:16,NYI
2015,Andrei Markov,36.0,81.0,33:37:44,MTL
2015,Wayne Simmonds,26.0,75.0,21:00:35,PHI
2015,Ryan Strome,21.0,81.0,20:47:14,NYI
2015,Tyler Bozak,28.0,82.0,26:10:06,TOR
2015,Justin Faulk,22.0,82.0,33:22:56,CAR
2015,Mark Scheifele,21.0,82.0,25:24:15,WPG
2015,Tyler Toffoli,22.0,76.0,18:28:46,LAK
2015,Mats Zuccarello,27.0,78.0,22:26:12,NYR
2015,David Desharnais,28.0,82.0,23:34:25,MTL
2015,Valtteri Filppula,30.0,82.0,25:59:22,TBL
2015,Mark Giordano,31.0,61.0,25:35:33,CGY
2015,Mike Hoffman,25.0,79.0,19:09:46,OTT
2015,Mikko Koivu,31.0,80.0,25:41:38,MIN
2015,Loui Eriksson,29.0,81.0,24:56:38,BOS
2015,Marián Gáborík,32.0,69.0,19:27:08,LAK
2015,Brendan Gallagher,22.0,82.0,22:40:12,MTL
2015,Marcus Johansson,24.0,82.0,22:30:57,WSH
2015,Ryan Kesler,30.0,81.0,26:20:30,ANA
2015,Brayden Schenn,23.0,82.0,23:20:34,PHI
2015,Jaromír Jágr,42.0,77.0,22:32:54,2TM
2015,Jaromír Jágr,42.0,57.0,16:47:53,NJD
2015,Jaromír Jágr,42.0,20.0,05:45:01,FLA
2015,Drew Doughty,25.0,82.0,39:37:40,LAK
2015,Tyler Ennis,25.0,78.0,24:50:57,BUF
2015,Alex Galchenyuk,20.0,80.0,21:54:18,MTL
2015,Chris Kreider,23.0,80.0,20:56:55,NYR
2015,Alex Pietrangelo,25.0,81.0,34:18:07,STL
2015,Paul Stastny,29.0,74.0,21:44:26,STL
2015,Mika Zibanejad,21.0,80.0,21:54:59,OTT
2015,Dustin Byfuglien,29.0,69.0,26:05:28,WPG
2015,Mike Green,29.0,72.0,22:55:44,WSH
2015,Kevin Hayes,22.0,79.0,17:10:14,NYR
2015,Duncan Keith,31.0,80.0,34:05:00,CHI
2015,Shea Weber,29.0,78.0,34:16:48,NSH
2015,Justin Abdelkader,27.0,71.0,21:11:36,DET
2015,Jussi Jokinen,31.0,81.0,22:35:47,FLA
2015,Niklas Kronwall,34.0,80.0,31:47:03,DET
2015,Jori Lehterä,27.0,75.0,20:15:48,STL
2015,Milan Lucic,26.0,81.0,22:04:58,BOS
2015,Kevin Shattenkirk,26.0,56.0,21:03:20,STL
2015,Craig Smith,25.0,82.0,21:30:43,NSH
2015,Carl Söderberg,29.0,82.0,22:58:25,BOS
2015,Nick Bjugstad,22.0,72.0,19:53:55,FLA
2015,Troy Brouwer,29.0,82.0,23:56:54,WSH
2015,Oliver Ekman-Larsson,23.0,82.0,34:27:27,ARI
2015,Adam Henrique,24.0,75.0,22:10:46,NJD
2015,Frans Nielsen,30.0,78.0,21:33:13,NYI
2015,Patrick Sharp,33.0,68.0,19:03:08,CHI
2015,Drew Stafford,29.0,76.0,20:53:54,2TM
2015,Drew Stafford,29.0,50.0,13:19:07,BUF
2015,Drew Stafford,29.0,26.0,07:34:47,WPG
2015,Mike Cammalleri,32.0,68.0,20:46:31,NJD
2015,Michael Frolík,26.0,82.0,23:55:25,WPG
2015,Dougie Hamilton,21.0,72.0,25:35:30,BOS
2015,Brad Marchand,26.0,77.0,21:41:20,BOS
2015,Brock Nelson,23.0,82.0,21:42:25,NYI
2015,Colin Wilson,25.0,77.0,20:48:17,NSH
2015,Josh Bailey,25.0,70.0,19:34:39,NYI
2015,T.J. Brodie,24.0,81.0,34:01:50,CGY
2015,Sam Gagner,25.0,81.0,23:16:36,ARI
2015,Anders Lee,24.0,76.0,18:13:53,NYI
2015,Matt Moulson,31.0,77.0,22:41:56,BUF
2015,Jake Muzzin,25.0,76.0,28:45:11,LAK
2015,Mathieu Perreault,27.0,62.0,16:47:51,WPG
2015,Justin Williams,33.0,81.0,21:21:25,LAK
2015,David Perron,26.0,81.0,23:23:34,2TM
2015,David Perron,26.0,38.0,10:45:52,EDM
2015,David Perron,26.0,43.0,12:37:42,PIT
2015,Cam Atkinson,25.0,78.0,22:05:18,CBJ
2015,Cody Eakin,23.0,78.0,22:21:05,DAL
2015,Jack Johnson,28.0,79.0,31:49:06,CBJ
2015,John Klingberg,22.0,65.0,23:39:42,DAL
2015,Chris Kunitz,35.0,74.0,22:03:47,PIT
2015,Reilly Smith,23.0,81.0,20:47:26,BOS
2015,Nick Bonino,26.0,75.0,21:09:03,VAN
2015,Aaron Ekblad,18.0,81.0,29:26:37,FLA
2015,Mike Fisher,34.0,59.0,18:07:36,NSH
2015,Mikael Granlund,22.0,68.0,20:16:59,MIN
2015,Nazem Kadri,24.0,73.0,21:24:59,TOR
2015,Torey Krug,23.0,78.0,25:29:01,BOS
2015,Elias Lindholm,20.0,81.0,22:10:18,CAR
2015,Jakob Silfverberg,24.0,81.0,21:08:35,ANA
2015,Anton Strålman,28.0,82.0,29:59:35,TBL
2015,Erik Cole,36.0,68.0,16:29:13,2TM
2015,Erik Cole,36.0,57.0,13:47:59,DAL
2015,Erik Cole,36.0,11.0,02:41:14,DET
2015,Brad Boyes,32.0,78.0,20:20:44,FLA
2015,Trevor Daley,31.0,68.0,25:55:31,DAL
2015,Taylor Hall,23.0,53.0,16:58:39,EDM
2015,Victor Hedman,24.0,59.0,22:18:21,TBL
2015,Alex Killorn,25.0,71.0,20:01:45,TBL
2015,Nathan MacKinnon,19.0,64.0,18:11:04,COL
2015,Ryan Suter,30.0,77.0,37:17:35,MIN
2015,Antoine Vermette,32.0,82.0,24:23:02,2TM
2015,Antoine Vermette,32.0,63.0,19:55:49,ARI
2015,Antoine Vermette,32.0,19.0,04:27:13,CHI
2015,Sean Couturier,22.0,82.0,25:07:50,PHI
2015,Evgeny Kuznetsov,22.0,80.0,17:46:29,WSH
2015,Nick Leddy,23.0,78.0,26:28:13,NYI
2015,James Neal,27.0,67.0,20:11:52,NSH
2015,Nino Niederreiter,22.0,80.0,19:23:37,MIN
2015,Brad Richards,34.0,76.0,18:51:29,CHI
2015,Sami Vatanen,23.0,67.0,23:57:57,ANA
2015,Aleksander Barkov,19.0,71.0,20:42:25,FLA
2015,Shane Doan,38.0,79.0,24:51:46,ARI
2015,Brandon Dubinsky,28.0,47.0,14:08:53,CBJ
2015,Alex Goligoski,29.0,81.0,32:08:43,DAL
2015,Chris Higgins,31.0,77.0,20:15:55,VAN
