season_end,player,age,gp,toi,teams
2024,Nikita Kucherov,30.0,81.0,29:15:10,TBL
2024,Nathan MacKinnon,28.0,82.0,31:10:46,COL
2024,Connor McDavid,27.0,76.0,27:03:18,EDM
2024,Artemi Panarin,32.0,82.0,27:29:45,NYR
2024,David Pastrňák,27.0,82.0,27:14:14,BOS
2024,Auston Matthews,26.0,81.0,28:18:17,TOR
2024,Leon Draisaitl,28.0,81.0,27:56:20,EDM
2024,Mikko Rantanen,27.0,80.0,30:32:27,COL
2024,J.T. Miller,30.0,81.0,26:18:41,VAN
2024,William Nylander,27.0,82.0,27:12:55,TOR
2024,Kirill Kaprizov,26.0,75.0,26:58:16,MIN
2024,Sidney Crosby,36.0,82.0,27:27:07,PIT
2024,Filip Forsberg,29.0,82.0,25:50:15,NSH
2024,Sam Reinhart,28.0,82.0,27:44:35,FLA
2024,Quinn Hughes,24.0,82.0,33:44:10,VAN
2024,Cale Makar,25.0,77.0,31:47:16,COL
2024,Brayden Point,27.0,81.0,27:03:10,TBL
2024,Sebastian Aho,26.0,78.0,25:30:57,CAR
2024,Elias Pettersson,25.0,82.0,26:51:20,VAN
2024,Matthew Tkachuk,26.0,80.0,24:51:12,FLA
2024,Robert Thomas,24.0,82.0,28:39:15,STL
2024,Roman Josi,33.0,82.0,33:39:45,NSH
2024,Mitch Marner,26.0,69.0,24:28:05,TOR
2024,Jesper Bratt,25.0,82.0,26:23:12,NJD
2024,Evan Bouchard,24.0,81.0,31:02:46,EDM
2024,Steven Stamkos,33.0,79.0,24:00:03,TBL
2024,Aleksander Barkov,28.0,73.0,23:53:29,FLA
2024,Mathew Barzal,26.0,80.0,26:50:36,NYI
2024,Jason Robertson,24.0,82.0,25:02:38,DAL
2024,Zach Hyman,31.0,80.0,26:00:02,EDM
2024,Nick Suzuki,24.0,82.0,29:03:39,MTL
2024,Vincent Trocheck,30.0,82.0,29:19:17,NYR
2024,Jake Guentzel,29.0,67.0,22:21:23,2TM
2024,Jake Guentzel,29.0,50.0,17:23:54,PIT
2024,Jake Guentzel,29.0,17.0,04:57:29,CAR
2024,Victor Hedman,33.0,78.0,32:14:44,TBL
2024,Clayton Keller,25.0,78.0,25:01:10,ARI
2024,Brandon Hagel,25.0,82.0,26:18:59,TBL
2024,Nazem Kadri,33.0,82.0,25:10:55,CGY
2024,Adrian Kempe,27.0,77.0,24:17:55,LAK
2024,Chris Kreider,32.0,82.0,25:40:15,NYR
2024,Gustav Nyquist,34.0,81.0,23:57:08,NSH
2024,Jack Hughes,22.0,62.0,21:40:23,NJD
2024,Brady Tkachuk,24.0,81.0,25:50:31,OTT
2024,Brock Boeser,26.0,81.0,25:06:47,VAN
2024,Kevin Fiala,27.0,82.0,24:38:55,LAK
2024,Adam Fox,25.0,72.0,28:07:56,NYR
