season_end,player,age,gp,toi,teams
2017,Connor McDavid,20.0,82.0,28:52:47,EDM
2017,Sidney Crosby,29.0,75.0,24:50:50,PIT
2017,Patrick Kane,28.0,82.0,29:14:23,CHI
2017,Nicklas Bäckström,29.0,82.0,24:57:19,WSH
2017,Nikita Kucherov,23.0,74.0,23:58:28,TBL
2017,Brad Marchand,28.0,80.0,25:54:55,BOS
2017,Mark Scheifele,23.0,79.0,27:04:07,WPG
2017,Leon Draisaitl,21.0,82.0,25:48:29,EDM
2017,Brent Burns,31.0,82.0,33:58:44,SJS
2017,Vladimir Tarasenko,25.0,82.0,25:14:32,STL
2017,Artemi Panarin,25.0,82.0,26:36:38,CHI
2017,Blake Wheeler,30.0,82.0,27:31:39,WPG
2017,Ryan Getzlaf,31.0,74.0,25:59:13,ANA
2017,Victor Hedman,26.0,79.0,32:16:03,TBL
2017,Evgeni Malkin,30.0,62.0,19:14:23,PIT
2017,Tyler Seguin,25.0,82.0,25:13:46,DAL
2017,Erik Karlsson,26.0,77.0,34:26:29,OTT
2017,Phil Kessel,29.0,82.0,24:30:59,PIT
2017,David Pastrňák,20.0,75.0,22:28:41,BOS
2017,Jamie Benn,27.0,77.0,24:51:47,DAL
2017,Mikael Granlund,24.0,81.0,25:24:47,MIN
2017,Auston Matthews,19.0,82.0,24:05:45,TOR
2017,Alex Ovechkin,31.0,82.0,25:06:01,WSH
2017,Joe Pavelski,32.0,81.0,25:48:30,SJS
2017,Henrik Zetterberg,36.0,82.0,26:56:48,DET
2017,Max Pacioretty,28.0,81.0,25:53:18,MTL
2017,Jeff Carter,32.0,82.0,24:38:37,LAK
2017,John Tavares,26.0,77.0,26:12:15,NYI
2017,Eric Staal,32.0,82.0,25:25:48,MIN
2017,Nikolaj Ehlers,20.0,82.0,23:53:52,WPG
2017,Patrik Laine,18.0,73.0,21:47:37,WPG
2017,Jeff Skinner,24.0,79.0,23:21:21,CAR
2017,Cam Atkinson,27.0,82.0,24:42:52,CBJ
