season_end,player,age,gp,toi,teams
2019,Nikita Kucherov,25.0,82.0,27:17:10,TBL
2019,Connor McDavid,22.0,78.0,29:41:18,EDM
2019,Patrick Kane,30.0,81.0,30:21:37,CHI
2019,Leon Draisaitl,23.0,82.0,30:52:27,EDM
2019,Sidney Crosby,31.0,79.0,27:38:21,PIT
2019,Brad Marchand,30.0,79.0,25:50:16,BOS
2019,Johnny Gaudreau,25.0,82.0,27:26:05,CGY
2019,Nathan MacKinnon,23.0,82.0,30:11:30,COL
2019,Steven Stamkos,28.0,82.0,25:00:37,TBL
2019,Aleksander Barkov,23.0,82.0,30:33:01,FLA
2019,Mitch Marner,21.0,82.0,27:05:26,TOR
2019,Jonathan Huberdeau,25.0,82.0,25:45:59,FLA
2019,Brayden Point,22.0,79.0,24:54:36,TBL
2019,Blake Wheeler,32.0,82.0,28:18:12,WPG
2019,Alex Ovechkin,33.0,81.0,28:14:37,WSH
2019,John Tavares,28.0,82.0,26:05:19,TOR
2019,Artemi Panarin,27.0,79.0,26:08:40,CBJ
2019,Mikko Rantanen,22.0,74.0,25:42:18,COL
2019,Claude Giroux,31.0,82.0,29:19:27,PHI
2019,Mark Scheifele,25.0,82.0,29:52:42,WPG
2019,Sebastian Aho,21.0,82.0,27:32:22,CAR
2019,Brent Burns,33.0,82.0,34:18:08,SJS
2019,Jack Eichel,22.0,77.0,26:13:59,BUF
2019,Phil Kessel,31.0,82.0,24:34:13,PIT
2019,Sean Monahan,24.0,78.0,24:46:16,CGY
2019,David Pastrňák,22.0,66.0,20:37:45,BOS
2019,Jonathan Toews,30.0,82.0,28:42:34,CHI
2019,Tyler Seguin,27.0,82.0,28:21:22,DAL
2019,Patrice Bergeron,33.0,65.0,20:00:22,BOS
2019,Elias Lindholm,24.0,81.0,27:03:07,CGY
2019,Ryan O'Reilly,27.0,82.0,28:22:13,STL
2019,Matthew Tkachuk,21.0,80.0,23:27:55,CGY
2019,Sean Couturier,26.0,80.0,29:30:10,PHI
2019,Alex DeBrincat,21.0,82.0,24:11:24,CHI
2019,Jake Guentzel,24.0,82.0,26:26:45,PIT
2019,Teuvo Teräväinen,24.0,82.0,24:29:13,CAR
2019,Gabriel Landeskog,26.0,73.0,25:43:51,COL
2019,Nicklas Bäckström,31.0,80.0,26:36:13,WSH
2019,Mark Giordano,35.0,78.0,31:30:39,CGY
2019,Tomáš Hertl,25.0,77.0,24:24:31,SJS
2019,Mika Zibanejad,25.0,82.0,28:05:48,NYR
2019,David Krejčí,32.0,81.0,23:51:56,BOS
2019,Dylan Larkin,22.0,76.0,27:40:00,DET
2019,Auston Matthews,21.0,68.0,21:01:44,TOR
2019,Mark Stone,26.0,77.0,25:31:10,2TM
2019,Mark Stone,26.0,59.0,20:13:28,OTT
2019,Mark Stone,26.0,18.0,05:17:42,VEG
2019,Max Domi,23.0,82.0,23:45:19,MTL
2019,Evgeny Kuznetsov,26.0,76.0,23:48:06,WSH
2019,Evgeni Malkin,32.0,68.0,21:18:40,PIT
2019,Alexander Radulov,32.0,70.0,23:04:48,DAL
2019,Morgan Rielly,24.0,82.0,31:36:01,TOR
2019,John Carlson,29.0,80.0,33:25:11,WSH
2019,Logan Couture,29.0,81.0,25:06:11,SJS
2019,Evgenii Dadonov,29.0,82.0,25:06:26,FLA
2019,Mike Hoffman,29.0,82.0,24:22:42,FLA
2019,Matt Duchene,28.0,73.0,22:54:54,2TM
2019,Matt Duchene,28.0,50.0,16:02:10,OTT
2019,Matt Duchene,28.0,23.0,06:52:44,CBJ
2019,Cam Atkinson,29.0,80.0,25:50:14,CBJ
2019,Ryan Nugent-Hopkins,25.0,82.0,27:28:23,EDM
2019,Vladimir Tarasenko,27.0,76.0,23:18:22,STL
2019,Kyle Connor,22.0,82.0,26:18:43,WPG
2019,Timo Meier,22.0,78.0,22:03:52,SJS
2019,Elias Pettersson,20.0,71.0,21:34:04,VAN
2019,Jakub Voráček,29.0,78.0,24:16:26,PHI
2019,Sam Reinhart,23.0,82.0,25:54:32,BUF
2019,Ryan Johansen,26.0,80.0,26:04:25,NSH
2019,Joe Pavelski,34.0,75.0,23:48:18,SJS
2019,Jeff Skinner,26.0,82.0,25:18:29,BUF
2019,Mathew Barzal,21.0,82.0,24:29:41,NYI
2019,Keith Yandle,32.0,82.0,30:40:22,FLA
2019,Pierre-Luc Dubois,20.0,82.0,24:12:40,CBJ
2019,Bo Horvat,23.0,82.0,28:28:31,VAN
2019,Zach Parise,34.0,74.0,23:01:27,MIN
2019,Erik Gustafsson,26.0,79.0,29:44:11,CHI
2019,Anže Kopitar,31.0,81.0,30:06:50,LAK
2019,Gustav Nyquist,29.0,81.0,23:39:06,2TM
2019,Gustav Nyquist,29.0,62.0,18:43:27,DET
2019,Gustav Nyquist,29.0,19.0,04:55:39,SJS
2019,Tyson Barrie,27.0,78.0,28:18:32,COL
2019,Jonathan Marchessault,28.0,82.0,24:48:01,VEG
2019,Tomáš Tatar,28.0,80.0,21:52:45,MTL
2019,Dylan Strome,21.0,78.0,21:00:02,2TM
2019,Dylan Strome,21.0,20.0,04:30:38,ARI
2019,Dylan Strome,21.0,58.0,16:29:24,CHI
2019,Josh Bailey,29.0,82.0,22:59:52,NYI
2019,Brock Boeser,21.0,69.0,22:02:18,VAN
2019,Roman Josi,28.0,82.0,34:23:34,NSH
2019,Evander Kane,27.0,75.0,23:00:47,SJS
2019,William Karlsson,26.0,82.0,25:45:27,VEG
2019,Kevin Labanc,23.0,82.0,19:09:37,SJS
2019,Kris Letang,31.0,65.0,28:07:21,PIT
2019,Ryan Dzingel,26.0,78.0,21:51:34,2TM
2019,Ryan Dzingel,26.0,57.0,16:51:54,OTT
2019,Ryan Dzingel,26.0,21.0,04:59:40,CBJ
2019,Thomas Chabot,22.0,70.0,28:20:13,OTT
2019,Kevin Hayes,26.0,71.0,21:37:53,2TM
2019,Kevin Hayes,26.0,51.0,16:32:11,NYR
2019,Kevin Hayes,26.0,20.0,05:05:42,WPG
2019,Andreas Athanasiou,24.0,76.0,21:30:04,DET
2019,Victor Hedman,28.0,70.0,26:33:56,TBL
2019,T.J. Oshie,32.0,69.0,21:24:10,WSH
2019,Brayden Schenn,27.0,72.0,22:18:28,STL
2019,Mikael Granlund,26.0,79.0,24:09:08,2TM
2019,Mikael Granlund,26.0,63.0,19:38:45,MIN
2019,Mikael Granlund,26.0,16.0,04:30:23,NSH
2019,Jamie Benn,29.0,78.0,23:41:42,DAL
2019,Phillip Danault,25.0,81.0,23:59:58,MTL
2019,Jonathan Drouin,23.0,81.0,22:51:26,MTL
2019,Torey Krug,27.0,64.0,22:43:13,BOS
2019,Brock Nelson,27.0,82.0,24:33:43,NYI
2019,Reilly Smith,27.0,74.0,22:32:06,VEG
2019,Justin Williams,37.0,82.0,23:50:18,CAR
2019,Nino Niederreiter,26.0,82.0,22:10:28,2TM
2019,Nino Niederreiter,26.0,46.0,11:12:02,MIN
2019,Nino Niederreiter,26.0,36.0,10:58:26,CAR
2019,Brendan Gallagher,26.0,82.0,22:24:33,MTL
2019,Chris Kreider,27.0,79.0,22:55:04,NYR
2019,Eric Staal,34.0,81.0,24:28:09,MIN
2019,Alex Tuch,22.0,74.0,20:37:47,VEG
2019,Dustin Brown,34.0,72.0,24:29:14,LAK
2019,Anders Lee,28.0,82.0,23:21:12,NYI
2019,Joe Thornton,39.0,73.0,18:55:02,SJS
2019,Filip Forsberg,24.0,64.0,19:51:27,NSH
2019,Patrik Laine,20.0,82.0,23:33:07,WPG
2019,Kyle Palmieri,27.0,74.0,22:23:29,NJD
2019,Jacob Trouba,24.0,82.0,31:16:00,WPG
2019,Travis Konecny,21.0,82.0,20:51:20,PHI
2019,Carl Söderberg,33.0,82.0,23:50:49,COL
2019,Viktor Arvidsson,25.0,58.0,18:30:27,NSH
2019,Ryan Getzlaf,33.0,67.0,21:44:00,ANA
2019,Yanni Gourde,27.0,80.0,21:07:04,TBL
2019,Anthony Mantha,24.0,67.0,19:54:25,DET
2019,Chris Tierney,24.0,81.0,22:59:29,OTT
2019,James van Riemsdyk,29.0,66.0,18:15:50,PHI
2019,Josh Anderson,24.0,82.0,23:15:56,CBJ
2019,Mikael Backlund,29.0,77.0,22:57:41,CGY
2019,Tyler Bertuzzi,23.0,73.0,20:05:41,DET
2019,Nico Hischier,20.0,69.0,20:49:10,NJD
2019,Tyler Johnson,28.0,80.0,21:15:52,TBL
2019,Clayton Keller,20.0,82.0,24:55:17,ARI
2019,J.T. Miller,25.0,75.0,18:19:52,TBL
2019,Brandon Saad,26.0,80.0,23:35:05,CHI
2019,Andrew Shaw,27.0,63.0,16:42:39,MTL
2019,Ryan Suter,34.0,82.0,36:28:45,MIN
2019,Jakub Vrána,22.0,82.0,19:11:18,WSH
2019,Brett Connolly,26.0,81.0,17:59:44,WSH
2019,Seth Jones,24.0,75.0,32:16:42,CBJ
2019,Ryan McDonagh,29.0,82.0,30:11:14,TBL
2019,David Perron,30.0,57.0,16:14:26,STL
2019,Jeff Petry,31.0,82.0,31:35:47,MTL
2019,Travis Zajac,33.0,80.0,25:41:40,NJD
2019,Drew Doughty,29.0,82.0,36:20:48,LAK
2019,Erik Karlsson,28.0,53.0,21:37:59,SJS
2019,John Klingberg,26.0,64.0,26:09:57,DAL
2019,Brady Tkachuk,19.0,71.0,18:57:46,OTT
2019,Rasmus Dahlin,18.0,82.0,28:54:45,BUF
2019,Mattias Ekholm,28.0,80.0,31:09:07,NSH
2019,Oliver Ekman-Larsson,27.0,81.0,31:54:47,ARI
2019,Nazem Kadri,28.0,73.0,19:41:51,TOR
2019,Kasperi Kapanen,22.0,78.0,21:35:41,TOR
2019,Zach Werenski,21.0,82.0,31:17:46,CBJ
2019,Andreas Johnsson,24.0,73.0,16:37:48,TOR
2019,Rickard Rakell,25.0,69.0,21:14:57,ANA
2019,Rasmus Ristolainen,24.0,78.0,32:02:02,BUF
2019,Jakob Silfverberg,28.0,73.0,20:48:00,ANA
