season_end,player,age,gp,toi,teams
2020,Leon Draisaitl,24.0,71.0,26:45:24,EDM
2020,Connor McDavid,23.0,64.0,23:19:24,EDM
2020,Artemi Panarin,28.0,69.0,23:41:40,NYR
2020,David Pastrňák,23.0,70.0,22:07:15,BOS
2020,Nathan MacKinnon,24.0,69.0,24:24:21,COL
2020,Brad Marchand,31.0,70.0,22:41:39,BOS
2020,Nikita Kucherov,26.0,68.0,21:22:42,TBL
2020,Patrick Kane,31.0,70.0,24:53:51,CHI
2020,Auston Matthews,22.0,70.0,24:27:52,TOR
2020,Jack Eichel,23.0,68.0,25:02:52,BUF
2020,Jonathan Huberdeau,26.0,69.0,21:35:13,FLA
2020,John Carlson,30.0,69.0,28:19:41,WSH
2020,Mika Zibanejad,26.0,57.0,20:32:50,NYR
2020,Evgeni Malkin,33.0,55.0,17:53:40,PIT
2020,Kyle Connor,23.0,71.0,24:57:13,WPG
2020,Mark Scheifele,26.0,71.0,25:48:07,WPG
2020,J.T. Miller,26.0,69.0,23:07:06,VAN
2020,Mitch Marner,22.0,59.0,21:11:41,TOR
2020,Alex Ovechkin,34.0,68.0,23:25:11,WSH
2020,Sebastian Aho,22.0,68.0,22:00:49,CAR
2020,Max Pacioretty,31.0,71.0,21:11:59,VEG
2020,Elias Pettersson,21.0,68.0,21:00:07,VAN
2020,Steven Stamkos,29.0,57.0,17:29:57,TBL
2020,Roman Josi,29.0,69.0,29:38:45,NSH
2020,Blake Wheeler,33.0,71.0,22:51:40,WPG
2020,Brayden Point,23.0,66.0,20:47:31,TBL
2020,Patrik Laine,21.0,68.0,21:59:53,WPG
2020,Mark Stone,27.0,65.0,21:01:51,VEG
2020,Teuvo Teräväinen,25.0,68.0,21:45:08,CAR
2020,Aleksander Barkov,24.0,66.0,22:01:00,FLA
2020,Anže Kopitar,32.0,70.0,24:32:48,LAK
2020,Travis Konecny,22.0,66.0,18:29:03,PHI
2020,Ryan Nugent-Hopkins,26.0,65.0,22:10:20,EDM
2020,Ryan O'Reilly,28.0,71.0,24:20:45,STL
2020,Andrei Svechnikov,19.0,68.0,18:58:11,CAR
2020,Tomáš Tatar,29.0,68.0,18:28:00,MTL
2020,Matthew Tkachuk,22.0,69.0,21:03:15,CGY
2020,Mathew Barzal,22.0,68.0,22:42:55,NYI
2020,David Perron,31.0,71.0,21:40:29,STL
2020,John Tavares,29.0,63.0,20:31:37,TOR
2020,Jonathan Toews,31.0,70.0,23:04:23,CHI
2020,Sean Couturier,27.0,69.0,22:48:23,PHI
2020,Mike Hoffman,30.0,69.0,19:21:48,FLA
2020,William Nylander,23.0,68.0,20:38:11,TOR
2020,Ryan Strome,26.0,70.0,22:51:02,NYR
2020,Nikolaj Ehlers,23.0,71.0,19:33:10,WPG
2020,Johnny Gaudreau,26.0,70.0,21:55:18,CGY
2020,Brayden Schenn,28.0,71.0,21:50:33,STL
2020,Jaden Schwartz,27.0,71.0,21:30:42,STL
2020,Patrice Bergeron,34.0,61.0,19:03:04,BOS
2020,Bryan Rust,27.0,55.0,18:07:05,PIT
2020,Jakub Voráček,30.0,69.0,19:36:02,PHI
2020,Victor Hedman,29.0,66.0,26:27:55,TBL
2020,Nicklas Bäckström,32.0,61.0,19:20:28,WSH
2020,Kevin Fiala,23.0,64.0,16:25:39,MIN
2020,Elias Lindholm,25.0,70.0,23:00:30,CGY
2020,Brock Nelson,28.0,68.0,21:22:28,NYI
2020,Reilly Smith,28.0,71.0,21:11:46,VEG
2020,Tony DeAngelo,24.0,68.0,21:51:32,NYR
2020,Claude Giroux,32.0,69.0,21:49:57,PHI
2020,Bo Horvat,24.0,69.0,22:41:30,VAN
2020,Quinn Hughes,20.0,68.0,24:48:09,VAN
2020,Dylan Larkin,23.0,71.0,25:08:41,DET
2020,Evgeny Kuznetsov,27.0,63.0,18:44:02,WSH
2020,Alex Pietrangelo,30.0,70.0,28:12:50,STL
2020,Jakub Vrána,23.0,69.0,17:06:53,WSH
2020,Taylor Hall,28.0,65.0,20:46:18,2TM
2020,Taylor Hall,28.0,30.0,09:35:38,NJD
2020,Taylor Hall,28.0,35.0,11:10:40,ARI
2020,Cale Makar,21.0,57.0,19:57:36,COL
2020,Sam Reinhart,24.0,69.0,23:43:22,BUF
2020,Tyler Seguin,28.0,69.0,22:01:18,DAL
2020,Pierre-Luc Dubois,21.0,70.0,20:55:14,CBJ
2020,Alex Killorn,30.0,68.0,20:18:55,TBL
2020,Torey Krug,28.0,61.0,20:49:44,BOS
2020,Timo Meier,23.0,70.0,20:09:48,SJS
2020,T.J. Oshie,33.0,69.0,21:02:20,WSH
2020,Tyler Bertuzzi,24.0,71.0,22:51:19,DET
2020,Filip Forsberg,25.0,63.0,18:13:05,NSH
2020,Sean Monahan,25.0,70.0,21:07:07,CGY
2020,Ryan Suter,35.0,69.0,28:20:09,MIN
2020,Sidney Crosby,32.0,41.0,13:50:55,PIT
2020,Evgenii Dadonov,30.0,69.0,19:40:16,FLA
2020,Phillip Danault,26.0,71.0,22:17:56,MTL
2020,Evander Kane,28.0,64.0,20:50:28,SJS
2020,Jonathan Marchessault,29.0,66.0,19:00:39,VEG
2020,Eric Staal,35.0,66.0,18:50:53,MIN
2020,Pavel Buchnevich,24.0,68.0,19:11:13,NYR
