season_end,player,age,gp,toi,teams
2021,Connor McDavid,24.0,56.0,20:40:36,EDM
2021,Leon Draisaitl,25.0,56.0,20:42:33,EDM
2021,Brad Marchand,32.0,53.0,16:42:15,BOS
2021,Mitch Marner,23.0,55.0,20:33:29,TOR
2021,Patrick Kane,32.0,56.0,20:44:52,CHI
2021,Auston Matthews,23.0,52.0,18:40:46,TOR
2021,Mikko Rantanen,24.0,52.0,17:15:44,COL
2021,Nathan MacKinnon,25.0,48.0,16:17:29,COL
2021,Mark Scheifele,27.0,56.0,19:33:54,WPG
2021,Sidney Crosby,33.0,55.0,18:41:54,PIT
2021,Jonathan Huberdeau,27.0,55.0,16:52:34,FLA
2021,Mark Stone,28.0,55.0,17:28:21,VEG
2021,Aleksander Barkov,25.0,50.0,17:26:52,FLA
2021,Artemi Panarin,29.0,42.0,13:45:00,NYR
2021,David Perron,32.0,56.0,17:18:45,STL
2021,Sebastian Aho,23.0,56.0,18:10:21,CAR
2021,Jake Guentzel,26.0,56.0,18:54:58,PIT
2021,Alex DeBrincat,23.0,52.0,17:48:04,CHI
2021,Ryan O'Reilly,29.0,56.0,19:21:56,STL
2021,Nicklas Bäckström,33.0,55.0,17:02:43,WSH
2021,Gabriel Landeskog,28.0,54.0,17:57:41,COL
2021,Kirill Kaprizov,23.0,55.0,16:46:22,MIN
2021,Max Pacioretty,32.0,48.0,14:21:05,VEG
2021,Joe Pavelski,36.0,56.0,17:45:14,DAL
2021,Kyle Connor,24.0,56.0,17:29:21,WPG
2021,Anže Kopitar,33.0,56.0,19:46:14,LAK
2021,John Tavares,30.0,56.0,16:59:02,TOR
2021,Mika Zibanejad,27.0,56.0,18:45:37,NYR
2021,Brock Boeser,23.0,56.0,18:01:54,VAN
2021,Johnny Gaudreau,27.0,56.0,17:11:10,CGY
2021,Evander Kane,29.0,56.0,18:51:02,SJS
2021,Ryan Strome,27.0,56.0,17:03:13,NYR
2021,Tyson Barrie,29.0,56.0,19:58:12,EDM
2021,Patrice Bergeron,35.0,54.0,16:23:59,BOS
2021,Pavel Buchnevich,25.0,54.0,16:51:34,NYR
2021,David Pastrňák,24.0,48.0,14:53:29,BOS
2021,Brayden Point,24.0,56.0,17:12:25,TBL
2021,Adam Fox,22.0,55.0,22:38:51,NYR
2021,Elias Lindholm,26.0,56.0,18:34:06,CGY
2021,Nikolaj Ehlers,24.0,47.0,13:15:14,WPG
2021,J.T. Miller,27.0,53.0,18:31:10,VAN
2021,Ondřej Palát,29.0,55.0,16:00:03,TBL
2021,Blake Wheeler,34.0,50.0,15:17:02,WPG
2021,Mathew Barzal,23.0,55.0,17:10:29,NYI
2021,Victor Hedman,30.0,54.0,22:32:26,TBL
2021,Kris Letang,33.0,55.0,22:35:40,PIT
2021,Jason Robertson,21.0,51.0,14:21:13,DAL
2021,Oliver Bjorkstrand,25.0,56.0,16:26:08,CBJ
2021,André Burakovsky,25.0,53.0,13:19:53,COL
2021,John Carlson,31.0,52.0,20:36:40,WSH
2021,David Krejčí,34.0,51.0,14:33:52,BOS
2021,Cale Makar,22.0,44.0,17:49:34,COL
2021,Jonathan Marchessault,30.0,55.0,15:58:18,VEG
2021,Tyler Toffoli,28.0,52.0,15:11:14,MTL
2021,Claude Giroux,33.0,54.0,16:17:42,PHI
2021,Tomáš Hertl,27.0,50.0,15:56:47,SJS
2021,Roope Hintz,24.0,41.0,12:27:31,DAL
2021,Phil Kessel,33.0,56.0,15:56:57,ARI
2021,T.J. Oshie,34.0,53.0,15:57:23,WSH
2021,Matthew Tkachuk,23.0,56.0,16:56:45,CGY
2021,Vincent Trocheck,27.0,47.0,14:16:37,CAR
2021,James van Riemsdyk,31.0,56.0,15:26:27,PHI
2021,Jakub Voráček,31.0,53.0,14:56:36,PHI
2021,Dougie Hamilton,27.0,55.0,20:49:43,CAR
2021,William Nylander,24.0,51.0,14:06:38,TOR
2021,Alex Ovechkin,35.0,45.0,14:37:35,WSH
2021,Jeff Petry,33.0,55.0,20:50:34,MTL
2021,Bryan Rust,28.0,56.0,18:24:33,PIT
2021,Andrei Svechnikov,20.0,55.0,16:04:39,CAR
2021,Shea Theodore,25.0,53.0,19:54:57,VEG
2021,Jakob Chychrun,22.0,56.0,21:49:44,ARI
2021,Sean Couturier,28.0,45.0,14:29:46,PHI
2021,Quinn Hughes,21.0,56.0,21:17:03,VAN
2021,Martin Nečas,22.0,53.0,15:16:27,CAR
2021,Nick Suzuki,21.0,56.0,16:58:10,MTL
2021,Kevin Fiala,24.0,50.0,14:04:59,MIN
2021,Sam Reinhart,25.0,54.0,17:35:06,BUF
2021,Andrew Copp,26.0,55.0,16:43:46,WPG
2021,Conor Garland,24.0,49.0,14:38:07,ARI
2021,Bo Horvat,25.0,56.0,18:33:49,VAN
2021,William Karlsson,28.0,56.0,17:25:26,VEG
2021,Joel Farabee,20.0,55.0,14:41:00,PHI
2021,Dominik Kubalík,25.0,56.0,14:28:57,CHI
2021,Jordan Staal,32.0,53.0,16:19:44,CAR
2021,Yanni Gourde,29.0,56.0,15:56:08,TBL
2021,Mike Hoffman,31.0,52.0,13:03:20,STL
2021,John Klingberg,28.0,53.0,20:02:53,DAL
2021,Darnell Nurse,25.0,56.0,23:55:00,EDM
2021,Brayden Schenn,29.0,56.0,17:52:02,STL
2021,Brady Tkachuk,21.0,56.0,17:00:52,OTT
2021,Carter Verhaeghe,25.0,43.0,12:42:32,FLA
2021,MacKenzie Weegar,27.0,54.0,19:54:16,FLA
2021,Jakub Vrána,24.0,50.0,12:30:21,2TM
2021,Jakub Vrána,24.0,39.0,09:20:22,WSH
2021,Jakub Vrána,24.0,11.0,03:09:59,DET
2021,Josh Bailey,31.0,54.0,15:44:59,NYI
2021,Jamie Benn,31.0,52.0,15:24:45,DAL
2021,Connor Brown,27.0,56.0,17:01:34,OTT
2021,Clayton Keller,22.0,56.0,15:32:52,ARI
2021,Jordan Kyrou,22.0,55.0,13:13:19,STL
2021,Joshua Norris,21.0,56.0,15:22:14,OTT
2021,Ryan Nugent-Hopkins,27.0,52.0,18:00:10,EDM
2021,Morgan Rielly,26.0,55.0,21:38:41,TOR
2021,Chandler Stephenson,26.0,51.0,15:22:56,VEG
2021,Pavel Zacha,23.0,50.0,14:17:45,NJD
2021,Mats Zuccarello,33.0,42.0,11:40:38,MIN
2021,Cam Atkinson,31.0,56.0,17:40:18,CBJ
2021,Drake Batherson,22.0,56.0,15:22:32,OTT
2021,Drew Doughty,31.0,56.0,24:37:20,LAK
2021,Travis Konecny,23.0,50.0,13:14:48,PHI
2021,Nino Niederreiter,28.0,56.0,14:40:11,CAR
2021,Jack Roslovic,24.0,48.0,13:31:19,CBJ
2021,Steven Stamkos,30.0,38.0,11:34:10,TBL
2021,Max Comtois,22.0,55.0,14:10:59,ANA
2021,Jordan Eberle,30.0,55.0,15:21:42,NYI
2021,Zach Hyman,28.0,43.0,13:52:41,TOR
2021,Roman Josi,30.0,48.0,19:28:37,NSH
2021,Alex Killorn,31.0,56.0,16:42:43,TBL
2021,Brock Nelson,29.0,56.0,16:38:35,NYI
2021,Alex Tuch,24.0,55.0,15:25:27,VEG
2021,Tom Wilson,26.0,47.0,12:57:18,WSH
2021,Taylor Hall,29.0,53.0,15:46:33,2TM
2021,Taylor Hall,29.0,37.0,11:31:04,BUF
2021,Taylor Hall,29.0,16.0,04:15:29,BOS
2021,Mikael Backlund,31.0,54.0,15:50:06,CGY
2021,Anthony Duclair,25.0,43.0,11:14:26,FLA
2021,Filip Forsberg,26.0,39.0,11:53:22,NSH
